3436,2376,49,107.7477778,19.84706047,41,3,1,101.5939024,19.84706047,0.088888889,23.68430267,14.49183673,1.869565217,161.4816549,222.75,299.7,38,38,2.50 
1920,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 
2362,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 
4884,3072,141,107.5648148,12.37612285,75,18,15,87.082,12.37612285,0.305555556,8.035263179,39.07340426,7.298780488,599.43294,311.85,379.35,30,30,2.00 
4032,3024,47,266.5502703,30.80415572,27,5,5,256.3955556,30.80415572,0.27027027,4.738388313,30.14893617,31.28571429,306.6746822,538,538,99,98,3.00 
1600,1066,1273,13.87669368,0.739144235,405,100,334,11.32753086,0.739144235,0.517282479,4.704383333,1.416,5.294242114,2487.291964,134,182,2,1,4.00 
1584,1153,40,46.575,6.855429732,28,6,0,39.77678571,6.855429732,0.176470588,13.20673336,8.37,0,0,70.2,87.75,25.65,29.7,1.50 
3872,2592,13787,12.06259909,0.169475897,6801,1401,2092,12.06303485,0.169475897,0.339323878,1.274922813,1.329255821,1.734865978,12009.69865,32.4,41.85,1,1,3.50 
4964,3456,109,156.53464,16.30208333,91,9,0,146.5708132,16.30208333,0.09,7.152896398,20.49930275,0,0,241.92,300.672,82,82,2.50 
4691,3126,41,228.4616111,34.65179868,31,5,0,192.3030323,34.65179868,0.138888889,19.74467032,52.37956098,0,0,550.176,547.05,122.85,125.55,2.00 
1555,1037,167,44.47554887,3.606088943,99,22,12,35.19923232,3.606088943,0.255639098,13.33903036,5.019820359,3.243986207,1147.917164,124.44,147.254,3,3,2.00 
4240,2608,577,50.54603659,2.55239628,407,65,20,44.04619165,2.55239628,0.172764228,4.732614862,6.185788562,1.720703125,1525.5426,108,193.05,6,7,3.00 
1620,1080,979,19.53864247,0.819974227,509,123,112,15.12907662,0.819974227,0.315860215,2.874843593,3.776966292,2.039193925,2881.812366,94.5,118.8,5,8,3.50 
1840,1232,98,51.47633333,7.061875,70,7,7,44.78931429,7.061875,0.166666667,12.81347169,3.765306122,2.927296703,1030.989903,177.408,209.44,4,3,2.00 
3264,2448,2208,19.78116848,0.633148995,1472,256,112,16.49735054,0.633148995,0.2,3.504118577,2.377355072,1.254072746,4907.16532,66.15,105.3,4,4,4.00 
2160,1620,1201,9.89714577,0.714149853,761,160,60,8.586333771,0.714149853,0.224260958,5.054472132,2.467693589,0.556820365,4990.425751,26.5,33.75,1,1,3.00 
4032,3024,77,42.63766234,17.0688,77,0,0,42.63766234,17.0688,0,51.265544,0,0,0,47.25,56.7,35.1,35.1,2.00 
2100,1391,32,83.10275862,19.32781609,26,2,1,78.67523077,19.32781609,0.103448276,10.90586271,7.6924375,1.933333333,55.47631702,136.318,178.048,27.8,25.02,1.50 
1188,1773,2294,13.23452551,0.436235979,1900,168,29,12.41826316,0.436235979,0.093943729,3.130655863,1.433544028,0.16462841,5779.346425,31.05,40.5,2,2,4.50 
4640,3480,44,67.60921053,31.5375,32,6,0,60.3390625,31.5375,0.157894737,23.67112225,12.59545455,0,0,107,108,35.1,41.85,1.50 
3216,2148,646,49.53858757,3.524922481,62,73,219,40.90887097,3.524922481,0.824858757,6.473199912,8.148065015,20.64581152,1586.341959,296.424,367.308,1,1,3.00 
2048,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 
1920,1080,1214,11.84623529,0.5485,860,106,71,11.19213488,0.5485,0.170684667,3.217152411,1.325864909,0.885902527,2017.204763,65.88,72.36,1,1,3.00 
1620,1080,166,40.18248175,4.029705198,108,20,9,34.96180556,4.029705198,0.211678832,7.60947484,8.173192771,1.858561644,959.2163832,66.15,90.45,11,11,2.00 
3024,2016,160,43.6838843,6.444049587,82,19,20,36.61585366,6.444049587,0.32231405,5.917900462,21.2371875,4.681914894,546.2193898,171.45,221.4,2,2,2.50 
5472,3648,278,68.97102273,8.718625,74,28,74,40.27162162,8.718625,0.579545455,9.808334612,29.86996403,13.986,1435.795295,361.8,415.8,24,23,2.00 
1710,1137,361,53.54788136,2.474380158,229,42,24,47.55152838,2.474380158,0.223728814,4.924279894,7.89432133,3.906112853,1260.192369,130.95,156.7,20.25,12.925,4.50 
4640,2610,205,58.45590062,9.49628882,117,24,20,49.52863248,9.49628882,0.273291925,19.58521579,11.21268293,6.742541436,2351.561944,202.5,241.65,10,9,2.50 
7360,4912,224,87.36166667,8.016454248,196,14,0,80.2872449,8.016454248,0.066666667,5.884329585,7.1390625,0,0,234.9,287.55,50,51,3.00 
5760,3840,267,68.79804348,5.875675676,193,23,14,53.05259067,5.875675676,0.160869565,7.041347734,5.984269663,2.330942623,1192.504284,364.5,584.55,22,22,3.00 
1378,838,51,24.19795918,6.848289878,47,2,0,23.56170213,6.848289878,0.040816327,12.49491013,1.376470588,0,0,29.7,39.15,17,17,1.50 
4288,2848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 
1619,1080,6,155.025,50.85243162,6,0,0,155.025,50.85243162,0,36.42212855,0,0,0,132.3,172.8,125.55,140.4,1.00 
3000,2037,205,53.21034483,5.130617816,143,16,15,40.61713287,5.130617816,0.17816092,5.155913504,17.82,3.328571429,870.1383012,182.25,241.65,8,8,3.00 
2560,1712,583,24.45205993,1.468846399,485,48,1,22.65123711,1.468846399,0.0917603,9.289071334,2.695368782,0.03364486,3121.314469,51.3,82.35,11,11,3.50 
3264,2448,129,12.93781513,11.10857143,109,5,5,12.29357798,11.10857143,0.084033613,95.70652835,0.415503876,0.459677419,6646.824738,45,46,3,3,1.50 
5184,3456,303,74.66087329,5.479714286,281,6,5,74.31201068,5.479714286,0.037671233,4.541402993,2.027227723,1.159427609,1481.668024,125.55,163.35,44.55,31.55,3.00 
6000,3342,9,277.386,181.373125,7,1,0,253.992,181.373125,0.125,13.68872633,49.016,0,0,314.148,441.144,213.888,193.836,1.00 
3588,960,737,21.22806799,1.538681094,469,80,54,17.67579957,1.538681094,0.222222222,9.401664766,2.849796472,1.40585997,4365.369337,79.65,105.3,4,5,3.00 
2592,1936,283,13.76602797,4.469952719,3,26,114,12.32866667,4.469952719,0.979020979,10.72562093,5.342756184,19.7614786,2739.383926,67,79,5.082,4.356,1.50 
